# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F07011_01b	F07011_01	30-048-02	類聚名義抄_天理図書館_観智院本	6402	5098	被	被	被	被					去	去				音被（去）			K0303613	音注声点有_類音注等	音注字
F07013_01	F07013_01	30-048-02	類聚名義抄_天理図書館_観智院本	6403	5100	𩬶	𩬶	𩬶	𩬶									思利反				K0303621	音注声点無_反切	
F07014_01	F07014_01	30-048-02	類聚名義抄_天理図書館_観智院本	6404	5101	髡	髡	髡	髡									口昆反				K0303622	音注声点無_反切	
F07015_01	F07015_01	30-048-02	類聚名義抄_天理図書館_観智院本	6405	5102	鬟	鬟	鬟	鬟					平	平				音還（平）			K0303623	音注声点有_類音注等	
F07015_01b	F07015_01	30-048-02	類聚名義抄_天理図書館_観智院本	6406	5102	還	還	還	還					平	平				音還（平）			K0303623	音注声点有_類音注等	音注字
F07018_01	F07018_01	30-048-02	類聚名義抄_天理図書館_観智院本	6407	5146	手	手	手	手										音守			K0303861	音注声点無_類音注等	
F07024_01	F07024_01	30-048-02	類聚名義抄_天理図書館_観智院本	6408	5147	掌	掌	掌	掌										音賞			K0303873	音注声点無_類音注等	
F07027_01	F07027_01	30-048-02	類聚名義抄_天理図書館_観智院本	6409	5150	攩	攩	攩	攩										音晃			K0303913	音注声点無_類音注等	
F07027_02	F07027_02	30-048-02	類聚名義抄_天理図書館_観智院本	6410	5150	攩	攩	攩	攩										又音黨			K0303913	音注声点無_類音注等	
F07029_02	F07029_02	30-048-02	類聚名義抄_天理図書館_観智院本	6411	5148	擋	擋	擋	擋										音當			K0303881	音注声点無_類音注等	
F07031_01	F07031_01	30-048-02	類聚名義抄_天理図書館_観智院本	6412	5149	拇	拇	拇	拇										音母			K0303884	音注声点無_類音注等	
F07033_01	F07033_01	30-048-02	類聚名義抄_天理図書館_観智院本	6413	5151	挴	挴	挴	挴										音毎			K0303922	音注声点無_類音注等	
F07036_01	F07036_01	30-048-02	類聚名義抄_天理図書館_観智院本	6414	5152	指	指	指	指					平	平				音旨（平）			K0303931	音注声点有_類音注等	
F07036_01b	F07036_01	30-048-02	類聚名義抄_天理図書館_観智院本	6415	5152	旨	旨	旨	旨					平	平				音旨（平）			K0303931	音注声点有_類音注等	音注字
F07051_01	F07051_01	30-048-02	類聚名義抄_天理図書館_観智院本	6416	5154	扐	扐	扐	扐										音勒			K0303964	音注声点無_類音注等	
F07052_01	F07052_01	30-048-02	類聚名義抄_天理図書館_観智院本	6417	5155	拳	拳	拳	拳										音權			K0303971	音注声点無_類音注等	
F07055_01	F07055_01	30-048-02	類聚名義抄_天理図書館_観智院本	6418	5156	捧	捧	捧	捧									芳奉反				K0303981	音注声点無_反切	
F07058_01	F07058_01	30-048-02	類聚名義抄_天理図書館_観智院本	6419	5157	㩲	㩲	㩲	㩲					平	平				音拳（平）			K0304011	音注声点有_類音注等	
F07058_01b	F07058_01	30-048-02	類聚名義抄_天理図書館_観智院本	6420	5157	拳	拳	拳	拳					平	平				音拳（平）			K0304011	音注声点有_類音注等	音注字
F07058_02	F07058_02	30-048-02	類聚名義抄_天理図書館_観智院本	6421	5157	㩲	㩲	㩲	㩲							和五ン						K0304011	音注和音声点無	
F07060_01	F07060_01	30-048-02	類聚名義抄_天理図書館_観智院本	6422	5159	摏	摏	摏	摏										音舂			K0304024	音注声点無_類音注等	
F07061_01	F07061_01	30-048-02	類聚名義抄_天理図書館_観智院本	6423	5160	把	把	把	把									博下（上）反				K0304031	音注声点有_反切	
F07061_01b	F07061_01	30-048-02	類聚名義抄_天理図書館_観智院本	6424	5160	下	下	下	下					上	上							K0304031	音注声点有_反切	
F07061_02	F07061_02	30-048-02	類聚名義抄_天理図書館_観智院本	6425	5160	把	把	把	把									布加反				K0304031	音注声点無_反切	
F07061_11	F07061_11	30-048-02	類聚名義抄_天理図書館_観智院本	6426	5160	把	把	把	把							和ハ						K0304031	音注和音声点無	
F07064_02	F07064_02	30-048-02	類聚名義抄_天理図書館_観智院本	6427	5162	𢩵	𢩵	𢩵	𢩵										音起			K0304041	音注声点無_類音注等	
F07065_01	F07065_01	30-048-02	類聚名義抄_天理図書館_観智院本	6428	5163	拖	拖	拖	拖										音他			K0304042	音注声点無_類音注等	
F07065_09	F07065_09	30-048-02	類聚名義抄_天理図書館_観智院本	6429	5163	拖	拖	拖	拖										舊叉音			K0304042	音注声点無_類音注等	
F07070_01	F07070_01	30-048-02	類聚名義抄_天理図書館_観智院本	6430	5164	抱	抱	抱	抱									歩結反				K0304053	音注声点無_反切	
F07073_01	F07073_01	30-048-02	類聚名義抄_天理図書館_観智院本	6431	5165	搤	搤	搤	搤										音厄			K0304064	音注声点無_類音注等	
F07076_01	F07076_01	30-048-02	類聚名義抄_天理図書館_観智院本	6432	5166	搹	搹	搹	搹									居責反				K0304073	音注声点無_反切	
F07078_01	F07078_01	30-048-02	類聚名義抄_天理図書館_観智院本	6433	5167	𢫷	𢫷	𢫷	𢫷									奴累反				K0304082	音注声点無_反切	
F07078_02	F07078_02	30-048-02	類聚名義抄_天理図書館_観智院本	6434	5167	𢫷	𢫷	𢫷	𢫷									又丁累反				K0304082	音注声点無_反切	
F07079_01	F07079_01	30-048-02	類聚名義抄_天理図書館_観智院本	6435	5168	𢶉	𢶉	𢶉	𢶉									普麦（入濁）反				K0304083	音注声点有_反切	
F07079_01b	F07079_01	30-048-02	類聚名義抄_天理図書館_観智院本	6436	5168	麦	麦	麦	麦					入濁	入濁							K0304083	音注声点有_反切	
F07080_01	F07080_01	30-048-02	類聚名義抄_天理図書館_観智院本	6437	5170	抳	抳	抳	抳									乃弟女凡二反				K0304084	音注声点無_反切	
F07080_06	F07080_06	30-048-02	類聚名義抄_天理図書館_観智院本	6438	5170	抳	抳	抳	抳							和ニ						K0304084	音注和音声点無	
F07081_01	F07081_01	30-048-02	類聚名義抄_天理図書館_観智院本	6439	5171	挹	挹	挹	挹										音揖			K0304112	音注声点無_類音注等	
F07084_02	F07084_02	30-048-02	類聚名義抄_天理図書館_観智院本	6440	5172	挽	挽	挽	挽										音晩			K0304122	音注声点無_類音注等	
F07086_01	F07086_01	30-048-02	類聚名義抄_天理図書館_観智院本	6441	5173	抛	抛	抛	抛					平	平				音胞（平）			K0304131	音注声点有_類音注等	
F07086_01b	F07086_01	30-048-02	類聚名義抄_天理図書館_観智院本	6442	5173	胞	胞	胞	胞					平	平				音胞（平）			K0304131	音注声点有_類音注等	音注字
F07087_01	F07087_01	30-048-02	類聚名義抄_天理図書館_観智院本	6443	5175	扰	扰	扰	扰									二救反				K0304132	音注声点無_反切	
F07088_01	F07088_01	30-048-02	類聚名義抄_天理図書館_観智院本	6444	5176	抌	抌	抌	抌									都感（上）反				K0304133	音注声点有_反切	
F07088_01b	F07088_01	30-048-02	類聚名義抄_天理図書館_観智院本	6445	5176	感	感	感	感					上	上							K0304133	音注声点有_反切	
F07088_04	F07088_04	30-048-02	類聚名義抄_天理図書館_観智院本	6446	5176	抌	抌	抌	抌					上	上				又音𢈔（上）			K0304133	音注声点有_類音注等	
F07090_01	F07090_01	30-048-02	類聚名義抄_天理図書館_観智院本	6447	5178	挩	挩	挩	挩										奪脱二音			K0304142	音注声点無_類音注等	
F07091_01	F07091_01	30-048-02	類聚名義抄_天理図書館_観智院本	6448	5179	扤	扤	扤	扤										兀月二音			K0304143	音注声点無_類音注等	
F07092_01	F07092_01	30-048-02	類聚名義抄_天理図書館_観智院本	6449	5180	抌	抌	抌	抌									丁感反				K0304144	音注声点無_反切	
F07092_07	F07092_07	30-048-02	類聚名義抄_天理図書館_観智院本	6450	5180	抌	抌	抌	抌									又丁歟甚反				K0304144	音注声点無_反切	
F07093_01	F07093_01	30-048-02	類聚名義抄_天理図書館_観智院本	6451	5181	抗	抗	抗	抗									苦浪反				K0304153	音注声点無_反切	
F07095_01	F07095_01	30-048-02	類聚名義抄_天理図書館_観智院本	6452	5182	扢	扢	扢	扢										㮣根二音			K0304163	音注声点無_類音注等	
F07097_01	F07097_01	30-048-02	類聚名義抄_天理図書館_観智院本	6453	5183	扽	扽	扽	扽										音頓			K0304171	音注声点無_類音注等	
F07098_01	F07098_01	30-048-02	類聚名義抄_天理図書館_観智院本	6454	5184	㧒	㧒	㧒	㧒										音滑			K0304172	音注声点無_類音注等	
F07100_01	F07100_01	30-048-02	類聚名義抄_天理図書館_観智院本	6455	5185	抁	抁	抁	抁										兖鋭二音			K0304174	音注声点無_類音注等	
F07101_01	F07101_01	30-048-02	類聚名義抄_天理図書館_観智院本	6456	5186	捖	捖	捖	捖										音完			K0304181	音注声点無_類音注等	
F07102_02	F07102_02	30-048-02	類聚名義抄_天理図書館_観智院本	6457	5187	捥	捥	捥	捥									烏半反				K0304182	音注声点無_反切	
F07102_05	F07102_05	30-048-02	類聚名義抄_天理図書館_観智院本	6458	5187	捥	捥	捥	捥										呉音垸			K0304182	音注呉音	
F07102_07	F07102_07	30-048-02	類聚名義抄_天理図書館_観智院本	6459	5187	捥	捥	捥	捥												顯密法文多讀円音難輙改歟	K0304182	音注案語	
F07106_01	F07106_01	30-048-02	類聚名義抄_天理図書館_観智院本	6460	5188	㨪	㨪	㨪	㨪										音晃			K0304213	音注声点無_類音注等	
F07107_01	F07107_01	30-048-02	類聚名義抄_天理図書館_観智院本	6461	5189	㧨	㧨	㧨	㧨										音求			K0304214	音注声点無_類音注等	
F07110_01	F07110_01	30-048-02	類聚名義抄_天理図書館_観智院本	6462	5190	掣	掣	掣	掣									弋制反				K0304223	音注声点無_反切	
F07110_02	F07110_02	30-048-02	類聚名義抄_天理図書館_観智院本	6463	5190	掣	掣	掣	掣									昌折反				K0304223	音注声点無_反切	
F07110_10	F07110_10	30-048-02	類聚名義抄_天理図書館_観智院本	6464	5190	掣	掣	掣	掣										和制或平		和制或平	K0304223	音注和音声調	
F07114_01	F07114_01	30-048-02	類聚名義抄_天理図書館_観智院本	6465	5191	摯	摯	摯	摯										音至			K0304234	音注声点無_類音注等	
F07114_06	F07114_06	30-048-02	類聚名義抄_天理図書館_観智院本	6466	5191	摯	摯	摯	摯										音西			K0304234	音注声点無_類音注等	
F07117_01	F07117_01	30-048-02	類聚名義抄_天理図書館_観智院本	6467	5192	⿰扌尥	⿰扌尥	⿰扌尥	⿰扌尥									普交反				K0304244	音注声点無_反切	
F07119_01	F07119_01	30-048-02	類聚名義抄_天理図書館_観智院本	6468	5193	拫	拫	拫	拫									戸恩反				K0304252	音注声点無_反切	
F07120_01	F07120_01	30-048-02	類聚名義抄_天理図書館_観智院本	6469	5194	挈	挈	挈	挈									苦莭反				K0304253	音注声点無_反切	
F07122_01	F07122_01	30-048-02	類聚名義抄_天理図書館_観智院本	6470	5195	𢴲	𢴲	𢴲	𢴲										音頡			K0304261	音注声点無_類音注等	
F07122_02	F07122_02	30-048-02	類聚名義抄_天理図書館_観智院本	6471	5195	𢴲	𢴲	𢴲	𢴲									又虎結反				K0304261	音注声点無_反切	
F07123_01	F07123_01	30-048-02	類聚名義抄_天理図書館_観智院本	6472	5196	⿱扌⿰圭刃乃	⿱扌⿰圭刃乃	⿱扌⿰圭刃乃	⿱扌⿰圭刃乃									充世反				K0304262	音注声点無_反切	
F07124_02	F07124_02	30-048-02	類聚名義抄_天理図書館_観智院本	6473	5197	𢲞	𢲞	𢲞擇	𢲞擇			1							音結			K0304263	音注声点無_類音注等	
F07124_03	F07124_03	30-048-02	類聚名義抄_天理図書館_観智院本	6474	5197	擇	擇	𢲞擇	𢲞擇			2							音高			K0304263	音注声点無_類音注等	
F07125_01	F07125_01	30-048-02	類聚名義抄_天理図書館_観智院本	6475	5198	拮	拮	拮	拮										音結			K0304271	音注声点無_類音注等	
F07126_01	F07126_01	30-048-02	類聚名義抄_天理図書館_観智院本	6476	5199	擎	擎	擎	擎					平	平				音鯨（平）			K0304272	音注声点有_類音注等	
F07126_01b	F07126_01	30-048-02	類聚名義抄_天理図書館_観智院本	6477	5199	鯨	鯨	鯨	鯨					平	平				音鯨（平）			K0304272	音注声点有_類音注等	音注字
F07130_02	F07130_02	30-048-02	類聚名義抄_天理図書館_観智院本	6478	5201	掔	掔	掔	掔									口閇反				K0304283	音注声点無_反切	
F07131_01	F07131_01	30-048-02	類聚名義抄_天理図書館_観智院本	6479	5202	摼	摼	摼	摼									苦耕反				K0304311	音注声点無_反切	
F07133_03	F07133_03	30-048-02	類聚名義抄_天理図書館_観智院本	6480	5203	㧶	㧶	㧶	㧶									苦荎反				K0304313	音注声点無_反切	
F07134_01	F07134_01	30-048-02	類聚名義抄_天理図書館_観智院本	6481	5204	𢲌	𢲌	𢲌	𢲌										音謝			K0304314	音注声点無_類音注等	
F07135_05	F07135_05	30-048-02	類聚名義抄_天理図書館_観智院本	6482	5205	攬	攬	攬	攬					上	上				音覧（上）			K0304321	音注声点有_類音注等	
F07135_05b	F07135_05	30-048-02	類聚名義抄_天理図書館_観智院本	6483	5205	覧	覧	覧	覧					上	上				音覧（上）			K0304321	音注声点有_類音注等	音注字
F07136_02	F07136_02	30-048-02	類聚名義抄_天理図書館_観智院本	6484	5207	㩜	㩜	㩜	㩜									又力甘反				K0304324	音注声点無_反切	
F07139_02	F07139_02	30-048-02	類聚名義抄_天理図書館_観智院本	6485	5208	掔	掔	掔	掔										《尒疋》慳音			K0304333	音注声点無_類音注等	
F07140_01	F07140_01	30-048-02	類聚名義抄_天理図書館_観智院本	6486	5209	攪	攪	攪	攪					上	上				音絞（上）			K0304334	音注声点有_類音注等	
F07140_01b	F07140_01	30-048-02	類聚名義抄_天理図書館_観智院本	6487	5209	絞	絞	絞	絞					上	上				音絞（上）			K0304334	音注声点有_類音注等	音注字
F07143_01	F07143_01	30-048-02	類聚名義抄_天理図書館_観智院本	6488	5211	抾	抾	抾	抾										怯⿰扌虚二音			K0304344	音注声点無_類音注等	
F07144_01	F07144_01	30-048-02	類聚名義抄_天理図書館_観智院本	6489	5212	抎	抎	抎	抎									于敏反				K0304351	音注声点無_反切	
F07144_03	F07144_03	30-048-02	類聚名義抄_天理図書館_観智院本	6490	5212	抎	抎	抎	抎										又云音			K0304351	音注声点無_類音注等	
F07145_01	F07145_01	30-048-02	類聚名義抄_天理図書館_観智院本	6491	5213	擷	擷	擷	擷										音頡			K0304352	音注声点無_類音注等	
F07147_01	F07147_01	30-048-02	類聚名義抄_天理図書館_観智院本	6492	5214	𢪛	𢪛	𢪛	𢪛					去	去				呉音文（去）			K0304354	音注呉音声点有	
F07147_01b	F07147_01	30-048-02	類聚名義抄_天理図書館_観智院本	6493	5214	文	文	文	文					去	去							K0304354	音注呉音声点有	「呉音文」。
F07147_02	F07147_02	30-048-02	類聚名義抄_天理図書館_観智院本	6494	5214	𢪛	𢪛	𢪛	𢪛					上濁	上濁				正吻（上濁）			K0304354	字体注声点有	「吻」に上濁の声点。
F07147_02b	F07147_02	30-048-02	類聚名義抄_天理図書館_観智院本	6495	5214	吻	吻	吻	吻													K0304354	字体注声点有	
F07151_01	F07151_01	30-048-02	類聚名義抄_天理図書館_観智院本	6496	5217	擊	擊	擊	擊					入	入				音激（入）			K0304371	音注声点有_類音注等	
F07151_01b	F07151_01	30-048-02	類聚名義抄_天理図書館_観智院本	6497	5217	激	激	激	激					入	入				音激（入）			K0304371	音注声点有_類音注等	音注字
F07151_02	F07151_02	30-048-02	類聚名義抄_天理図書館_観智院本	6498	5217	擊	擊	擊	擊							キヤク						K0304371	音注声点無_此間・俗・仮名	
F07151_10	F07151_10	30-048-02	類聚名義抄_天理図書館_観智院本	6499	5217	擊	擊	擊	擊					入	入				和客（入）			K0304371	音注和音声点有	
F07151_10b	F07151_10	30-048-02	類聚名義抄_天理図書館_観智院本	6500	5217	客	客	客	客					入	入							K0304371	音注和音声点有	「和客」。
F07152_01	F07152_01	30-048-02	類聚名義抄_天理図書館_観智院本	6501	5220	拜	拜	拜	拜									保界反				K0304373	音注声点無_反切	
F07152_02	F07152_02	30-048-02	類聚名義抄_天理図書館_観智院本	6502	5220	拜	拜	拜	拜							和ハイ（＊平）						K0304373	音注和音声点有	
F07155_02	F07155_02	30-048-02	類聚名義抄_天理図書館_観智院本	6503	5221	抙	抙	抙	抙									勅受反				K0304382	音注声点無_反切	
F07155_03	F07155_03	30-048-02	類聚名義抄_天理図書館_観智院本	6504	5221	抙	抙	抙	抙										又音細			K0304382	音注声点無_類音注等	
F07156_01	F07156_01	30-048-02	類聚名義抄_天理図書館_観智院本	6505	5222	撆	撆	撆	撆									普結反				K0304384	音注声点無_反切	
F07156_02	F07156_02	30-048-02	類聚名義抄_天理図書館_観智院本	6506	5222	撆	撆	撆	撆									又歩結反				K0304384	音注声点無_反切	
F07159_01	F07159_01	30-048-02	類聚名義抄_天理図書館_観智院本	6507	5223	揱	揱	揱	揱										朔蕭音			K0304413	音注声点無_類音注等	
F07160_02	F07160_02	30-048-02	類聚名義抄_天理図書館_観智院本	6508	5224	⿲手糸手	⿲手糸手	⿲手糸手	⿲手糸手									蒲典反				K0304414	音注声点無_反切	
F07161_01	F07161_01	30-048-02	類聚名義抄_天理図書館_観智院本	6509	5225	摳	摳	摳	摳									口侯（平）反				K0304421	音注声点有_反切	
F07161_01b	F07161_01	30-048-02	類聚名義抄_天理図書館_観智院本	6510	5225	侯	侯	侯	侯					上	上							K0304421	音注声点有_反切	反切下字
F07162_01	F07162_01	30-048-02	類聚名義抄_天理図書館_観智院本	6511	5227	揖	揖	揖	揖									於執反				K0304423	音注声点無_反切	
F07162_02	F07162_02	30-048-02	類聚名義抄_天理図書館_観智院本	6512	5227	揖	揖	揖	揖										又音胥			K0304423	音注声点無_類音注等	
F07167_01	F07167_01	30-048-02	類聚名義抄_天理図書館_観智院本	6513	5228	擪	擪	擪	擪									烏挾反				K0304441	音注声点無_反切	
F07169_02	F07169_02	30-048-02	類聚名義抄_天理図書館_観智院本	6514	5229	擑	擑	擑	擑									俎立反				K0304443	音注声点無_反切	
F07171_02	F07171_02	30-048-02	類聚名義抄_天理図書館_観智院本	6515	5230	搑	搑	搑	搑									人勇反				K0304452	音注声点無_反切	
F07172_01	F07172_01	30-048-02	類聚名義抄_天理図書館_観智院本	6516	5231	搑	搑	搑	搑									而客〔容〕反				K0304453	音注声点無_反切	
F07174_01	F07174_01	30-048-02	類聚名義抄_天理図書館_観智院本	6517	5232	拭	拭	拭	拭										音式			K0304461	音注声点無_類音注等	
F07175_01	F07175_01	30-048-02	類聚名義抄_天理図書館_観智院本	6518	5233	𢬿	𢬿	𢬿	𢬿									胡界反				K0304462	音注声点無_反切	
F07177_01	F07177_01	30-048-02	類聚名義抄_天理図書館_観智院本	6519	5234	㧔	㧔	㧔	㧔									古皮（上）反				K0304464	音注声点有_反切	
F07177_01b	F07177_01	30-048-02	類聚名義抄_天理図書館_観智院本	6520	5234	皮	皮	皮	皮					上	上							K0304464	音注声点有_反切	
F07178_01	F07178_01	30-048-02	類聚名義抄_天理図書館_観智院本	6521	5236	㧴	㧴	㧴	㧴										音我			K0304471	音注声点無_類音注等	
F07179_01	F07179_01	30-048-02	類聚名義抄_天理図書館_観智院本	6522	5237	撠	撠	撠	撠										音戟			K0304472	音注声点無_類音注等	
F07180_01	F07180_01	30-048-02	類聚名義抄_天理図書館_観智院本	6523	5238	𢹍	𢹍	𢹍	𢹍					平	平				音㬢（平）			K0304473	音注声点有_類音注等	
F07180_01b	F07180_01	30-048-02	類聚名義抄_天理図書館_観智院本	6524	5238	㬢	㬢	㬢	㬢					平	平				音㬢（平）			K0304473	音注声点有_類音注等	音注字
F07180_02	F07180_02	30-048-02	類聚名義抄_天理図書館_観智院本	6525	5238	𢹍	𢹍	𢹍	𢹍									*虚几（上）反				K0304473	音注声点有_反切	合点あり。
F07180_02b	F07180_02	30-048-02	類聚名義抄_天理図書館_観智院本	6526	5238	几	几	几	几					上	上							K0304473	音注声点有_反切	
F07183_01	F07183_01	30-048-02	類聚名義抄_天理図書館_観智院本	6527	5241	掝	掝	掝	掝									唐麦反				K0304481	音注声点無_反切	
F07184_01	F07184_01	30-048-02	類聚名義抄_天理図書館_観智院本	6528	5242	擮	擮	擮	擮									子列子悉反				K0304482	音注声点無_反切	
F07186_01	F07186_01	30-048-02	類聚名義抄_天理図書館_観智院本	6529	5243	摵	摵	摵	摵										戚縮二音			K0304484	音注声点無_類音注等	
F07187_02	F07187_02	30-048-02	類聚名義抄_天理図書館_観智院本	6530	5244	掑	掑	掑	掑									其牙反				K0304511	音注声点無_反切	
F07188_01	F07188_01	30-048-02	類聚名義抄_天理図書館_観智院本	6531	5245	㩥	㩥	㩥	㩥									所咸反				K0304512	音注声点無_反切	
F07188_02	F07188_02	30-048-02	類聚名義抄_天理図書館_観智院本	6532	5245	㩥	㩥	㩥	㩥									又子廉反				K0304512	音注声点無_反切	
F07188_05	F07188_05	30-048-02	類聚名義抄_天理図書館_観智院本	6533	5245	㩥	㩥	㩥	㩥										又音暹			K0304512	音注声点無_類音注等	
F07192_02	F07192_02	30-048-02	類聚名義抄_天理図書館_観智院本	6534	5246	⿰扌盛	⿰扌盛	⿰扌盛	⿰扌盛										音成			K0304522	音注声点無_類音注等	
F07192_03	F07192_03	30-048-02	類聚名義抄_天理図書館_観智院本	6535	5246	⿰扌盛	⿰扌盛	⿰扌盛	⿰扌盛									又常改反				K0304522	音注声点無_反切	
